gripper_pos,direction_num,distance
-1.730127302,1,15.5126
-1.729177963,1,15.531
-1.728219225,1,15.5468
-1.727258607,1,15.5532
-1.726299869,1,15.5698
-1.725343011,1,15.5888
-1.724389913,1,15.608
-1.723427415,1,15.629000000000001
-1.722463038,1,15.649799999999999
-1.72150054,1,15.6668
-1.720538042,1,15.6846
-1.719575544,1,15.705400000000001
-1.718616806,1,15.7226
-1.717663708,1,15.74
-1.716718129,1,15.7578
-1.715768791,1,15.7744
-1.714813812,1,15.7904
-1.713858834,1,15.8068
-1.712907616,1,15.8228
-1.711954517,1,15.835999999999999
-1.710997659,1,15.852
-1.710040801,1,15.868200000000002
-1.709087703,1,15.887
-1.708130845,1,15.8984
-1.707168347,1,15.9168
-1.706213369,1,15.937000000000001
-1.70526215,1,15.9618
-1.704307172,1,15.988
-1.703355953,1,16.003
-1.702397215,1,16.017000000000003
-1.701445997,1,16.013799999999996
-1.700485379,1,16.0132
-1.699517242,1,16.022799999999997
-1.698545344,1,16.0238
-1.697573447,1,16.035200000000003
-1.696612829,1,16.0464
-1.695640932,1,16.056
-1.694676555,1,16.0704
-1.693706537,1,16.076600000000003
-1.69274028,1,16.0782
-1.691781542,1,16.093799999999998
-1.690824684,1,16.1094
-1.689860306,1,16.1206
-1.688901568,1,16.1282
-1.68794283,1,16.1416
-1.686970933,1,16.160800000000002
-1.686010315,1,16.1806
-1.685053457,1,16.201
-1.684092839,1,16.2228
-1.683130341,1,16.244400000000002
-1.682169724,1,16.267999999999997
-1.681203466,1,16.291999999999998
-1.680246608,1,16.3144
-1.67928411,1,16.335
-1.678325372,1,16.3564
-1.677364754,1,16.381
-1.676402257,1,16.401
-1.675443519,1,16.421200000000002
-1.674481021,1,16.4432
-1.673524163,1,16.4644
-1.672557905,1,16.481
-1.671601047,1,16.5008
-1.670644189,1,16.5222
-1.669676052,1,16.542
-1.668715434,1,16.5644
-1.667766095,1,16.586
-1.666807357,1,16.5946
-1.665846739,1,16.6036
-1.664893641,1,16.622799999999998
-1.663929263,1,16.644799999999996
-1.662972405,1,16.666800000000002
-1.662009907,1,16.688200000000002
-1.66104177,1,16.7322
-1.660071753,1,16.7666
-1.659101736,1,16.7766
-1.658133598,1,16.7834
-1.657167341,1,16.793
-1.656193564,1,16.7964
-1.655232946,1,16.8048
-1.654268568,1,16.822
-1.65331171,1,16.839199999999998
-1.652352972,1,16.855
-1.651401754,1,16.8724
-1.650444895,1,16.891199999999998
-1.649480518,1,16.927
-1.64851802,1,16.965600000000002
-1.647557402,1,16.9918
-1.646598664,1,17.011599999999998
-1.645641806,1,17.0354
